Data transakcji;Klient;Kwota
2024-12-04;399;199
2024-12-04;248;169
2024-12-04;220;99
2024-12-04;345;199
2024-12-05;252;169
2024-12-05;7;75.65
2024-12-05;10;75.65
2024-12-05;11;75.65
2024-12-05;253;169
2024-12-06;159;99
2024-12-06;17;75.65
2024-12-06;256;169
2024-12-06;31;89
2024-12-06;34;71.2
2024-12-06;251;199
2024-12-06;37;89
2024-12-07;47;99
2024-12-07;262;169
2024-12-07;263;169
2024-12-07;327;199
2024-12-07;264;169
2024-12-08;266;169
2024-12-08;267;135.2
2024-12-08;347;199
2024-12-08;268;169
2024-12-08;270;169
2024-12-08;271;169
2024-12-08;272;169
2024-12-08;274;169
2024-12-08;275;169
2024-12-08;328;199
2024-12-08;279;169
2024-12-08;283;169
2024-12-08;284;169
2024-12-08;288;169
2024-12-08;289;169
2024-12-08;291;169
2024-12-08;292;169
2024-12-08;293;169
2024-12-08;294;169
2024-12-08;297;169
2024-12-08;301;160.55
2024-12-08;302;169
2024-12-09;330;199
2024-12-09;350;199
2024-12-10;303;199
2024-12-11;400;597
2024-12-11;351;199
2024-12-11;401;199
2024-12-12;352;175.12
2024-12-12;123;99
2024-12-12;331;199
2024-12-13;308;199
2024-12-14;357;199
2024-12-15;311;199
2024-12-16;312;199
2024-12-16;313;199
2024-12-17;402;199
2024-12-17;358;199
2024-12-18;56;159.2
2024-12-18;359;199
2024-12-19;360;199
2024-12-20;333;159.2
2024-12-20;334;199
2024-12-21;315;199
2024-12-21;305;199
2024-12-21;361;199
2024-12-21;139;99
2024-12-22;314;199
2024-12-22;168;79.2
2024-12-23;342;199
2024-12-23;316;199
2024-12-23;403;199
2024-12-23;259;169
2024-12-23;317;199
2024-12-24;336;199
2024-12-24;254;149.25
2024-12-24;130;99
2024-12-24;180;88.11
2024-12-24;181;88.11
2024-12-25;363;179
2024-12-25;62;55.2
2024-12-25;64;69
2024-12-26;69;69
2024-12-26;70;69
2024-12-26;118;79.2
2024-12-27;178;88.11
2024-12-27;73;55.2
2024-12-27;81;69
2024-12-28;338;199
2024-12-28;60;69
2024-12-28;339;199
2024-12-28;332;199
2024-12-29;320;199
2024-12-29;186;91.08
2024-12-30;39;79.2
2024-12-30;372;179
2024-12-30;189;99
2024-12-30;191;91.08
2024-12-30;374;179
2024-12-30;121;99
2024-12-30;196;99
2024-12-31;198;91.08
2024-12-31;199;99
2024-12-31;202;79.2
2024-12-31;203;99
2024-12-31;204;99
2024-12-31;214;99
2024-12-31;217;99
2025-01-01;158;99
2025-01-01;321;199
2025-01-01;229;135.2
2025-01-01;230;169
2025-01-01;377;179
2025-01-01;231;169
2025-01-01;219;99
2025-01-01;404;199
2025-01-02;23;169
2025-01-02;386;179
2025-01-02;322;199
2025-01-02;388;143.2
2025-01-02;389;179
2025-01-02;237;169
2025-01-02;343;199
2025-01-03;241;169
2025-01-03;243;169
2025-01-03;213;99
2025-01-03;244;169
2025-01-04;132;69
2025-01-04;228;169
2025-01-04;226;69
2025-01-04;247;135.2
2025-01-04;220;99
2025-01-04;345;199
2025-01-05;7;75.65
2025-01-05;10;75.65
2025-01-05;11;75.65
2025-01-05;253;169
2025-01-06;405;169
2025-01-06;159;99
2025-01-06;17;75.65
2025-01-06;406;169
2025-01-06;256;169
2025-01-06;407;999
2025-01-06;31;89
2025-01-06;32;169
2025-01-06;34;71.2
2025-01-06;251;199
2025-01-06;408;999
2025-01-06;114;135.2
2025-01-06;37;89
2025-01-06;107;890
2025-01-07;409;169
2025-01-07;47;99
2025-01-07;259;169
2025-01-07;262;169
2025-01-07;327;199
2025-01-07;264;169
2025-01-07;410;999
2025-01-08;266;169
2025-01-08;267;135.2
2025-01-08;268;169
2025-01-08;270;169
2025-01-08;271;169
2025-01-08;272;169
2025-01-08;274;169
2025-01-08;411;999
2025-01-08;275;169
2025-01-08;328;199
2025-01-08;279;169
2025-01-08;283;169
2025-01-08;284;169
2025-01-08;412;169
2025-01-08;288;169
2025-01-08;289;169
2025-01-08;291;169
2025-01-08;292;169
2025-01-08;293;169
2025-01-08;294;169
2025-01-08;297;169
2025-01-08;301;160.55
2025-01-08;302;169
2025-01-08;413;169
2025-01-09;414;999
2025-01-09;415;169
2025-01-09;416;999
2025-01-09;417;999
2025-01-09;330;199
2025-01-09;350;199
2025-01-10;418;999
2025-01-10;303;199
2025-01-11;344;169
2025-01-11;347;199
2025-01-11;351;199
2025-01-11;419;169
2025-01-11;420;999
2025-01-11;421;169
2025-01-11;422;999
2025-01-11;423;999
2025-01-11;401;199
2025-01-12;352;175.12
2025-01-12;123;99
2025-01-12;424;999
2025-01-12;331;199
2025-01-12;425;999
2025-01-12;426;999
2025-01-13;427;169
2025-01-13;308;199
2025-01-13;428;999
2025-01-13;429;169
2025-01-13;430;999
2025-01-13;431;169
2025-01-13;432;169
2025-01-13;433;999
2025-01-13;434;999
2025-01-13;435;169
2025-01-14;357;199
2025-01-15;436;199
2025-01-15;311;199
2025-01-16;313;199
2025-01-17;437;199
2025-01-17;358;199
2025-01-18;242;169
2025-01-18;56;159.2
2025-01-18;359;199
2025-01-19;360;199
2025-01-20;334;199
2025-01-21;139;99
2025-01-22;438;199
2025-01-22;168;79.2
2025-01-23;316;199
2025-01-23;317;199
2025-01-24;336;199
2025-01-24;254;149.25
2025-01-24;130;99
2025-01-24;178;88.11
2025-01-24;180;88.11
2025-01-24;181;88.11
2025-01-25;439;1799
2025-01-25;363;179
2025-01-25;62;55.2
2025-01-25;64;69
2025-01-26;440;199
2025-01-26;441;199
2025-01-26;69;69
2025-01-26;70;69
2025-01-26;118;79.2
2025-01-27;442;199
2025-01-27;73;55.2
2025-01-27;81;69
2025-01-27;71;345
2025-01-28;338;199
2025-01-28;60;69
2025-01-28;339;199
2025-01-29;320;199
2025-01-29;186;91.08
2025-01-29;443;1279.2
2025-01-30;39;79.2
2025-01-30;372;179
2025-01-30;189;99
2025-01-30;191;91.08
2025-01-30;374;179
2025-01-30;121;99
2025-01-30;444;199
2025-01-30;445;199
2025-01-30;196;99
2025-01-30;446;199
2025-01-31;199;99
2025-01-31;202;79.2
2025-01-31;204;99
2025-01-31;447;159.2
2025-01-31;214;99
2025-01-31;217;99
2025-02-01;448;1279.2
2025-02-01;449;199
2025-02-01;158;99
2025-02-01;229;135.2
2025-02-01;230;169
2025-02-01;377;179
2025-02-01;231;169
2025-02-01;219;99
2025-02-02;23;169
2025-02-02;386;179
2025-02-02;322;199
2025-02-02;450;159.2
2025-02-02;388;143.2
2025-02-02;389;179
2025-02-02;237;169
2025-02-02;343;199
2025-02-02;342;199
2025-02-03;451;1439.2
2025-02-03;241;169
2025-02-03;242;169
2025-02-03;452;199
2025-02-03;453;199
2025-02-03;244;169
2025-02-04;132;69
2025-02-04;213;99
2025-02-04;226;69
2025-02-04;454;199
2025-02-04;455;199
2025-02-04;220;99
2025-02-04;345;199
2025-02-05;7;75.65
2025-02-05;10;75.65
2025-02-05;11;75.65
2025-02-05;253;169
2025-02-06;159;99
2025-02-06;17;75.65
2025-02-06;456;1799
2025-02-06;406;169
2025-02-06;256;169
2025-02-06;31;89
2025-02-06;34;71.2
2025-02-06;251;199
2025-02-06;37;89
2025-02-06;32;169
2025-02-07;198;91.08
2025-02-07;47;99
2025-02-07;259;169
2025-02-07;262;169
2025-02-07;327;199
2025-02-07;264;169
2025-02-08;266;169
2025-02-08;267;135.2
2025-02-08;268;169
2025-02-08;270;169
2025-02-08;271;169
2025-02-08;272;169
2025-02-08;274;169
2025-02-08;275;169
2025-02-08;328;199
2025-02-08;283;169
2025-02-08;284;169
2025-02-08;288;169
2025-02-08;289;169
2025-02-08;291;169
2025-02-08;292;169
2025-02-08;293;169
2025-02-08;412;169
2025-02-08;294;169
2025-02-08;297;169
2025-02-08;301;160.55
2025-02-08;302;169
2025-02-09;413;169
2025-02-09;405;169
2025-02-09;415;169
2025-02-09;350;199
2025-02-10;457;199
2025-02-11;344;169
2025-02-11;351;199
2025-02-11;458;199
2025-02-11;419;169
2025-02-11;421;169
2025-02-11;401;199
2025-02-12;352;175.12
2025-02-12;123;99
2025-02-12;331;199
2025-02-13;427;169
2025-02-13;308;199
2025-02-13;432;169
2025-02-13;435;169
2025-02-14;459;199
2025-02-15;311;199
2025-02-16;313;199
2025-02-18;56;159.2
2025-02-18;460;199
2025-02-18;359;199
2025-02-19;360;199
2025-02-19;461;199
2025-02-21;347;199
2025-02-21;139;99
2025-02-22;438;199
2025-02-22;462;159.2
2025-02-22;168;79.2
2025-02-23;316;199
2025-02-23;342;199
2025-02-23;463;199
2025-02-23;464;199
2025-02-23;317;199
2025-02-24;336;199
2025-02-24;465;199
2025-02-24;466;199
2025-02-24;130;99
2025-02-24;178;88.11
2025-02-24;180;88.11
2025-02-24;181;88.11
2025-02-24;467;199
2025-02-25;363;179
2025-02-25;62;55.2
2025-02-25;64;69
2025-02-26;69;69
2025-02-26;441;199
2025-02-26;118;79.2
2025-02-27;468;199
2025-02-27;81;69
2025-02-28;338;199
2025-02-28;186;91.08
2025-02-28;372;179
2025-02-28;189;99
2025-02-28;198;91.08
2025-02-28;60;69
2025-02-28;199;99
2025-02-28;191;91.08
2025-02-28;202;79.2
2025-02-28;204;99
2025-02-28;374;179
2025-02-28;121;99
2025-02-28;447;159.2
2025-02-28;444;199
2025-02-28;445;199
2025-02-28;213;99
2025-02-28;214;99
2025-02-28;217;99
2025-03-01;320;199
2025-03-01;39;79.2
2025-03-01;158;99
2025-03-01;229;135.2
2025-03-01;449;199
2025-03-01;230;169
2025-03-01;377;179
2025-03-01;219;99
2025-03-01;469;199
2025-03-02;23;169
2025-03-02;386;179
2025-03-02;322;199
2025-03-02;470;1799
2025-03-02;388;143.2
2025-03-02;237;169
2025-03-02;471;199
2025-03-02;343;199
2025-03-03;241;169
2025-03-03;242;169
2025-03-03;196;99
2025-03-03;73;55.2
2025-03-04;132;69
2025-03-04;226;69
2025-03-04;472;199
2025-03-04;442;159.2
2025-03-04;455;199
2025-03-04;220;99
2025-03-04;345;199
2025-03-05;473;199
2025-03-05;389;179
2025-03-05;474;199
2025-03-05;7;75.65
2025-03-05;10;75.65
2025-03-05;11;75.65
2025-03-05;253;169
2025-03-06;405;169
2025-03-06;159;99
2025-03-06;17;75.65
2025-03-06;406;169
2025-03-06;256;169
2025-03-06;475;199
2025-03-06;31;89
2025-03-06;251;199
2025-03-06;37;89
2025-03-06;32;169
2025-03-07;47;99
2025-03-07;68;199
2025-03-07;440;159.2
2025-03-07;262;169
2025-03-07;327;199
2025-03-07;264;169
2025-03-08;266;169
2025-03-08;267;135.2
2025-03-08;347;199
2025-03-08;268;169
2025-03-08;270;169
2025-03-08;272;169
2025-03-08;274;169
2025-03-08;328;199
2025-03-08;283;169
2025-03-08;284;169
2025-03-08;288;169
2025-03-08;289;169
2025-03-08;291;169
2025-03-08;292;169
2025-03-08;293;169
2025-03-08;412;169
2025-03-08;294;169
2025-03-08;297;169
2025-03-08;301;160.55
2025-03-09;413;169
2025-03-09;415;169
2025-03-09;350;199
2025-03-09;476;199
2025-03-10;477;199
2025-03-10;312;199
2025-03-10;478;169
2025-03-11;479;169
2025-03-11;344;169
2025-03-11;200;169
2025-03-11;351;199
2025-03-11;458;199
2025-03-11;421;169
2025-03-11;401;199
2025-03-12;352;175.12
2025-03-12;123;99
2025-03-12;355;169
2025-03-12;480;160.55
2025-03-12;481;959.2
2025-03-12;331;199
2025-03-12;482;1139.05
2025-03-12;483;1139.05
2025-03-12;484;169
2025-03-12;92;160.55
2025-03-12;485;160.55
2025-03-12;486;1139.05
2025-03-12;487;959.2
2025-03-13;427;169
2025-03-13;488;135.2
2025-03-13;308;990
2025-03-13;432;169
2025-03-13;435;169
2025-03-14;489;1199
2025-03-14;490;152.1
2025-03-15;491;1199
2025-03-15;259;169
2025-03-15;492;1799
2025-03-15;493;1199
2025-03-16;233;169
2025-03-16;494;169
2025-03-16;495;1199
2025-03-16;496;169
2025-03-16;313;199
2025-03-17;459;199
2025-03-17;497;169
2025-03-17;498;169
2025-03-17;499;1199
2025-03-17;500;1199
2025-03-17;137;1199
2025-03-17;131;169
2025-03-17;501;135.2
2025-03-17;502;1199
2025-03-18;503;169
2025-03-18;56;159.2
2025-03-18;460;199
2025-03-18;311;199
2025-03-18;504;169
2025-03-18;359;199
2025-03-19;505;199
2025-03-19;461;199
2025-03-20;506;199
2025-03-21;139;99
2025-03-22;438;199
2025-03-22;507;199
2025-03-22;168;79.2
2025-03-23;316;199
2025-03-23;463;199
2025-03-23;508;199
2025-03-24;336;199
2025-03-24;130;99
2025-03-24;178;88.11
2025-03-24;466;199
2025-03-24;180;88.11
2025-03-24;181;88.11
2025-03-25;363;179
2025-03-25;62;55.2
2025-03-25;509;1490
2025-03-25;64;69
2025-03-26;510;1490
2025-03-26;69;69
2025-03-26;441;199
2025-03-26;118;79.2
2025-03-27;511;199
2025-03-27;465;199
2025-03-27;81;69
2025-03-28;338;199
2025-03-28;60;69
2025-03-29;320;199
2025-03-29;186;91.08
2025-03-30;39;79.2
2025-03-30;372;179
2025-03-30;189;99
2025-03-30;191;91.08
2025-03-30;374;179
2025-03-30;121;99
2025-03-30;445;199
2025-03-30;196;99
2025-03-31;512;199
2025-03-31;198;91.08
2025-03-31;199;99
2025-03-31;513;1341
2025-03-31;514;199
2025-03-31;202;79.2
2025-03-31;204;99
2025-03-31;213;99
2025-03-31;214;99
2025-04-01;217;99
2025-04-01;515;199
2025-04-01;226;69
2025-04-01;158;99
2025-04-01;229;135.2
2025-04-01;230;169
2025-04-01;219;99
2025-04-02;469;199
2025-04-02;23;169
2025-04-02;322;199
2025-04-02;388;143.2
2025-04-02;389;179
2025-04-02;237;169
2025-04-02;471;199
2025-04-02;343;199
2025-04-02;516;1490
2025-04-03;73;55.2
2025-04-03;241;169
2025-04-03;242;169
2025-04-03;517;199
2025-04-03;192;199
2025-04-04;132;69
2025-04-04;247;135.2
2025-04-04;518;199
2025-04-04;220;99
2025-04-04;345;199
2025-04-05;473;199
2025-04-05;7;75.65
2025-04-05;10;75.65
2025-04-05;11;75.65
2025-04-06;253;169
2025-04-06;405;169
2025-04-06;159;99
2025-04-06;17;75.65
2025-04-06;406;169
2025-04-06;256;169
2025-04-06;442;1349.25
2025-04-06;475;199
2025-04-06;31;89
2025-04-06;251;199
2025-04-06;37;89
2025-04-06;32;169
2025-04-07;47;99
2025-04-07;259;169
2025-04-07;519;1490
2025-04-07;520;199
2025-04-07;521;159.2
2025-04-07;262;169
2025-04-07;327;199
2025-04-07;440;159.2
2025-04-08;266;169
2025-04-08;522;1490
2025-04-08;267;135.2
2025-04-08;523;159.2
2025-04-08;268;169
2025-04-08;270;169
2025-04-08;272;169
2025-04-08;328;199
2025-04-08;284;169
2025-04-08;288;169
2025-04-08;289;169
2025-04-08;291;169
2025-04-08;292;169
2025-04-08;293;169
2025-04-08;412;169
2025-04-08;297;169
2025-04-08;301;160.55
2025-04-09;413;169
2025-04-09;350;199
2025-04-09;476;199
2025-04-10;524;159.2
2025-04-10;312;199
2025-04-10;525;199
2025-04-10;478;169
2025-04-11;344;169
2025-04-11;479;169
2025-04-11;526;159.2
2025-04-11;200;169
2025-04-11;351;199
2025-04-11;458;199
2025-04-11;527;199
2025-04-11;421;169
2025-04-11;401;199
2025-04-11;528;199
2025-04-12;352;175.12
2025-04-12;123;99
2025-04-12;355;169
2025-04-12;480;160.55
2025-04-12;485;160.55
2025-04-12;474;199
2025-04-13;427;169
2025-04-13;488;135.2
2025-04-13;432;169
2025-04-13;435;169
2025-04-14;459;199
2025-04-14;490;152.1
2025-04-16;233;169
2025-04-16;494;169
2025-04-16;496;169
2025-04-16;313;199
2025-04-17;497;169
2025-04-17;498;169
2025-04-17;529;1490
2025-04-18;503;169
2025-04-18;56;159.2
2025-04-18;311;199
2025-04-18;359;199
2025-04-19;504;169
2025-04-19;505;199
2025-04-20;461;199
2025-04-20;506;199
2025-04-21;347;199
2025-04-22;507;199
2025-04-22;168;79.2
2025-04-23;316;199
2025-04-23;463;199
2025-04-23;508;199
2025-04-24;336;199
2025-04-24;465;199
2025-04-24;130;99
2025-04-24;178;88.11
2025-04-24;180;88.11
2025-04-25;530;199
2025-04-25;62;55.2
2025-04-25;64;69
2025-04-26;69;69
2025-04-27;118;79.2
2025-04-27;511;199
2025-04-27;531;199
2025-04-28;338;199
2025-04-28;532;1192
2025-04-28;60;69
2025-04-29;533;1490
2025-04-29;320;199
2025-04-29;186;91.08
2025-04-29;534;199
2025-04-30;181;88.11
2025-04-30;39;79.2
2025-04-30;372;179
2025-04-30;189;99
2025-04-30;198;91.08
2025-04-30;199;99
2025-04-30;191;91.08
2025-04-30;514;199
2025-04-30;202;79.2
2025-04-30;204;99
2025-04-30;121;99
2025-04-30;196;99
2025-04-30;214;99
2025-05-01;217;99
2025-05-01;226;69
2025-05-01;158;99
2025-05-01;230;169
2025-05-01;219;99
2025-05-02;23;169
2025-05-02;535;199
2025-05-02;322;199
2025-05-02;388;143.2
2025-05-02;389;179
2025-05-02;237;169
2025-05-02;343;199
2025-05-03;241;169
2025-05-03;242;169
2025-05-03;536;1490
2025-05-03;192;199
2025-05-04;132;69
2025-05-04;247;135.2
2025-05-04;537;199
2025-05-04;518;199
2025-05-04;220;99
2025-05-04;81;69
2025-05-04;345;199
2025-05-05;473;199
2025-05-05;538;199
2025-05-05;474;199
2025-05-05;3;378.25
2025-05-05;114;159.2
2025-05-05;7;75.65
2025-05-05;10;75.65
2025-05-05;11;75.65
2025-05-06;253;169
2025-05-06;539;159.2
2025-05-06;405;169
2025-05-06;17;75.65
2025-05-06;256;169
2025-05-06;406;169
2025-05-06;31;89
2025-05-06;213;99
2025-05-06;33;356
2025-05-06;251;199
2025-05-06;37;89
2025-05-06;32;169
2025-05-07;540;199
2025-05-07;47;99
2025-05-07;541;199
2025-05-07;437;199
2025-05-07;542;199
2025-05-07;520;199
2025-05-07;521;159.2
2025-05-07;543;1490
2025-05-07;262;169
2025-05-07;73;55.2
2025-05-07;440;159.2
2025-05-08;266;169
2025-05-08;267;135.2
2025-05-08;268;169
2025-05-08;523;159.2
2025-05-08;270;169
2025-05-08;272;169
2025-05-08;144;495
2025-05-08;328;199
2025-05-08;288;169
2025-05-08;291;169
2025-05-08;292;169
2025-05-08;293;169
2025-05-08;412;169
2025-05-08;297;169
2025-05-08;301;160.55
2025-05-09;413;169
2025-05-09;544;1490
2025-05-09;350;199
2025-05-09;147;990
2025-05-09;545;199
2025-05-09;476;199
2025-05-10;546;199
2025-05-10;312;199
2025-05-10;475;199
2025-05-10;478;169
2025-05-10;525;199
2025-05-11;547;199
2025-05-11;548;199
2025-05-11;479;169
2025-05-11;526;159.2
2025-05-11;200;169
2025-05-11;549;159.2
2025-05-11;351;199
2025-05-11;458;199
2025-05-11;527;199
2025-05-11;550;199
2025-05-11;162;159.2
2025-05-11;401;199
2025-05-11;551;199
2025-05-12;259;169
2025-05-12;352;175.12
2025-05-12;480;160.55
2025-05-12;552;1490
2025-05-12;485;160.55
2025-05-13;488;135.2
2025-05-13;432;169
2025-05-13;435;169
2025-05-14;459;199
2025-05-14;490;152.1
2025-05-14;183;990
2025-05-15;553;199
2025-05-15;311;199
2025-05-15;554;199
2025-05-16;233;169
2025-05-16;494;169
2025-05-16;496;169
2025-05-16;313;199
2025-05-17;497;169
2025-05-17;498;169
2025-05-17;163;990
2025-05-18;503;169
2025-05-18;56;159.2
2025-05-18;359;199
2025-05-19;504;169
2025-05-19;505;199
2025-05-19;555;199
2025-05-19;556;199
2025-05-19;557;1490
2025-05-20;461;199
2025-05-20;506;199
2025-05-20;558;199
2025-05-21;559;1490
2025-05-21;560;199
2025-05-22;561;199
2025-05-22;562;199
2025-05-22;176;792
2025-05-23;463;199
2025-05-23;508;199
2025-05-24;336;199
2025-05-24;563;199
2025-05-24;465;199
2025-05-24;130;99
2025-05-24;178;88.11
2025-05-24;180;88.11
2025-05-24;181;88.11
2025-05-25;530;199
2025-05-25;62;55.2
2025-05-25;564;1099
2025-05-25;64;69
2025-05-26;565;1099
2025-05-26;566;169
2025-05-26;69;69
2025-05-27;118;79.2
2025-05-27;511;199
2025-05-27;567;879.2
2025-05-27;73;55.2
2025-05-27;531;199
2025-05-27;208;495
2025-05-27;75;345
2025-05-27;215;891
2025-05-28;338;199
2025-05-28;60;69
2025-05-28;68;169
2025-05-29;320;199
2025-05-29;186;91.08
2025-05-29;568;169
2025-05-29;569;169
2025-05-29;534;199
2025-05-30;372;179
2025-05-30;189;99
2025-05-30;570;157.17
2025-05-30;121;99
2025-05-30;571;169
2025-05-30;572;157.17
2025-05-30;573;169
2025-05-30;196;99
2025-05-31;574;1022.07
2025-05-31;575;1022.07
2025-05-31;198;91.08
2025-05-31;576;160.55
2025-05-31;577;1099
2025-05-31;355;169
2025-05-31;514;199
2025-05-31;204;99
2025-05-31;213;99
2025-05-31;214;99
2025-06-01;217;99
2025-06-01;578;1099
2025-06-01;226;69
2025-06-01;158;99
2025-06-01;230;169
2025-06-01;579;169
2025-06-01;580;169
2025-06-01;219;99
2025-06-02;581;879.2
2025-06-02;535;199
2025-06-02;322;199
2025-06-02;582;169
2025-06-02;389;179
2025-06-02;343;199
2025-06-03;242;169
2025-06-03;192;199
2025-06-03;583;1044.05
2025-06-04;202;79.2
2025-06-04;132;69
2025-06-04;584;84.5
2025-06-04;585;169
2025-06-04;537;199
2025-06-04;518;199
2025-06-04;586;169
2025-06-04;587;1099
2025-06-04;588;1099
2025-06-04;220;99
2025-06-04;345;199
2025-06-05;148;990
2025-06-05;474;199
2025-06-05;538;199
2025-06-05;7;75.65
2025-06-05;10;75.65
2025-06-05;11;75.65
2025-06-06;253;169
2025-06-06;539;159.2
2025-06-06;589;1099
2025-06-06;405;169
2025-06-06;17;75.65
2025-06-06;406;169
2025-06-06;256;169
2025-06-06;29;80.1
2025-06-06;475;199
2025-06-06;31;89
2025-06-06;251;199
2025-06-06;37;89
2025-06-06;32;169
2025-06-07;590;879.2
2025-06-07;140;396
2025-06-07;47;99
2025-06-07;591;1099
2025-06-07;437;199
2025-06-07;592;169
2025-06-07;259;169
2025-06-07;593;1099
2025-06-07;521;159.2
2025-06-07;262;169
2025-06-07;594;169
2025-06-07;440;159.2
2025-06-07;595;1099
2025-06-07;596;169
2025-06-07;597;169
2025-06-08;598;1099
2025-06-08;599;169
2025-06-08;600;1099
2025-06-08;267;135.2
2025-06-08;601;169
2025-06-08;268;169
2025-06-08;602;169
2025-06-08;603;1099
2025-06-08;604;1099
2025-06-08;523;159.2
2025-06-08;605;169
2025-06-08;606;1099
2025-06-08;607;1099
2025-06-08;272;169
2025-06-08;608;160.55
2025-06-08;609;169
2025-06-08;610;1099
2025-06-08;241;169
2025-06-08;611;1099
2025-06-08;328;199
2025-06-08;612;169
2025-06-08;502;1099
2025-06-08;613;169
2025-06-08;222;1099
2025-06-08;288;169
2025-06-08;291;169
2025-06-08;292;169
2025-06-08;293;169
2025-06-08;614;169
2025-06-08;297;169
2025-06-08;301;160.55
2025-06-09;615;199
2025-06-09;350;199
2025-06-09;616;199
2025-06-09;476;199
2025-06-10;312;199
2025-06-10;478;169
2025-06-10;525;199
2025-06-10;617;199
2025-06-11;618;199
2025-06-11;548;199
2025-06-11;479;169
2025-06-11;526;159.2
2025-06-11;200;169
2025-06-11;351;199
2025-06-11;549;159.2
2025-06-11;458;199
2025-06-11;527;199
2025-06-11;550;199
2025-06-11;401;199
2025-06-12;551;199
2025-06-12;162;159.2
2025-06-12;485;160.55
2025-06-13;488;135.2
2025-06-13;432;169
2025-06-13;435;169
2025-06-14;459;199
2025-06-14;221;990
2025-06-14;490;152.1
2025-06-15;553;199
2025-06-15;311;199
2025-06-15;554;199
2025-06-16;233;169
2025-06-16;619;199
2025-06-16;494;169
2025-06-16;313;199
2025-06-17;497;169
2025-06-17;620;199
2025-06-17;498;169
2025-06-18;503;169
2025-06-18;621;199
2025-06-18;56;159.2
2025-06-19;555;199
2025-06-20;461;199
2025-06-20;506;199
2025-06-20;224;1192
2025-06-20;622;199
2025-06-20;623;199
2025-06-21;624;199
2025-06-21;359;199
2025-06-21;625;199
2025-06-21;352;175.12
2025-06-22;561;199
2025-06-22;626;199
2025-06-22;562;199
2025-06-23;627;199
2025-06-23;628;199
2025-06-23;463;199
2025-06-23;629;199
2025-06-23;508;199
2025-06-24;336;199
2025-06-24;465;199
2025-06-24;630;199
2025-06-24;631;1490
2025-06-24;130;99
2025-06-24;178;88.11
2025-06-24;180;88.11
2025-06-24;181;88.11
2025-06-25;530;199
2025-06-25;62;55.2
2025-06-25;64;69
2025-06-26;632;199
2025-06-26;633;199
2025-06-26;566;169
2025-06-26;69;69
2025-06-27;118;79.2
2025-06-27;634;199
2025-06-27;511;199
2025-06-27;73;55.2
2025-06-27;531;199
2025-06-27;635;199
2025-06-27;636;199
2025-06-28;338;199
2025-06-28;60;69
2025-06-29;68;169
2025-06-29;320;199
2025-06-29;186;91.08
2025-06-29;568;169
2025-06-29;534;199
2025-06-30;39;79.2
2025-06-30;372;179
2025-06-30;189;99
2025-06-30;198;91.08
2025-06-30;199;99
2025-06-30;570;157.17
2025-06-30;202;79.2
2025-06-30;204;99
2025-06-30;637;199
2025-06-30;121;99
2025-06-30;572;157.17
2025-06-30;213;99
2025-06-30;196;99
2025-06-30;214;99
2025-07-01;217;99
2025-07-01;571;169
2025-07-01;638;199
2025-07-01;158;99
2025-07-01;230;169
2025-07-01;579;169
2025-07-01;580;169
2025-07-01;219;99
2025-07-02;535;199
2025-07-02;322;199
2025-07-02;582;169
2025-07-02;639;199
2025-07-02;389;179
2025-07-02;343;199
2025-07-03;640;199
2025-07-03;242;169
2025-07-03;641;199
2025-07-04;132;69
2025-07-04;585;169
2025-07-04;642;199
2025-07-04;537;199
2025-07-04;518;199
2025-07-04;586;169
2025-07-04;220;99
2025-07-04;345;199
2025-07-05;7;75.65
2025-07-05;10;75.65
2025-07-05;11;75.65
2025-07-06;253;169
2025-07-06;539;159.2
2025-07-06;405;169
2025-07-06;17;75.65
2025-07-06;406;169
2025-07-06;256;169
2025-07-06;29;80.1
2025-07-06;475;199
2025-07-06;31;89
2025-07-06;251;199
2025-07-06;37;89
2025-07-06;32;169
2025-07-07;643;199
2025-07-07;592;169
2025-07-07;521;159.2
2025-07-07;596;169
2025-07-08;597;169
2025-07-08;514;199
2025-07-08;267;135.2
2025-07-08;268;169
2025-07-08;602;169
2025-07-08;605;169
2025-07-08;272;169
2025-07-08;608;160.55
2025-07-08;601;169
2025-07-08;609;169
2025-07-08;241;169
2025-07-08;328;199
2025-07-08;288;169
2025-07-08;291;169
2025-07-08;293;169
2025-07-08;292;169
2025-07-08;297;169
2025-07-08;301;160.55
2025-07-08;614;169
2025-07-09;644;199
2025-07-09;350;199
2025-07-09;476;199
2025-07-10;193;990
2025-07-10;312;199
2025-07-10;478;169
2025-07-10;525;199
2025-07-10;617;199
2025-07-11;479;169
2025-07-11;618;199
2025-07-11;526;159.2
2025-07-11;200;169
2025-07-11;351;199
2025-07-11;549;159.2
2025-07-11;458;199
2025-07-11;527;199
2025-07-11;615;199
2025-07-11;550;199
2025-07-11;401;199
2025-07-12;551;199
2025-07-12;645;199
2025-07-12;162;159.2
2025-07-12;474;199
2025-07-12;485;160.55
2025-07-13;646;199
2025-07-13;432;169
2025-07-13;435;169
2025-07-14;459;199
2025-07-14;558;199
2025-07-14;490;152.1
2025-07-14;647;199
2025-07-14;648;199
2025-07-15;553;199
2025-07-15;554;199
2025-07-16;233;169
2025-07-16;494;169
2025-07-16;313;199
2025-07-17;497;169
2025-07-17;498;169
2025-07-17;620;199
2025-07-18;503;169
2025-07-18;311;199
2025-07-18;56;159.2
2025-07-18;359;199
2025-07-20;461;199
